id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-157964,2021-06-11,000001,Vente,730000,2,,RUE JULES SAFFRAY,4852,35400,35288,Saint-Malo,35,,,35288000AK0321,,,116,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,-2.007146,48.64875
2021-157964,2021-06-11,000001,Vente,730000,2,,RUE JULES SAFFRAY,4852,35400,35288,Saint-Malo,35,,,35288000AK0321,,,85,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,19,0,,,,,,-2.007146,48.64875
2021-157964,2021-06-11,000001,Vente,730000,2,,RUE JULES SAFFRAY,4852,35400,35288,Saint-Malo,35,,,35288000AK0321,,,112,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,-2.007146,48.64875
2021-157964,2021-06-11,000001,Vente,730000,2,,RUE JULES SAFFRAY,4852,35400,35288,Saint-Malo,35,,,35288000AK0321,,,111,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,12,0,,,,,,-2.007146,48.64875
2021-157965,2021-05-26,000001,Vente,1345000,9,,AV CHARLES GUERNIER,1559,35400,35288,Saint-Malo,35,,,35288000AM0580,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,830,-1.998671,48.655961
2021-157965,2021-05-26,000001,Vente,1345000,9,,AV CHARLES GUERNIER,1559,35400,35288,Saint-Malo,35,,,35288000AM0580,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,830,-1.998671,48.655961
2021-157965,2021-05-26,000001,Vente,1345000,9,,AV CHARLES GUERNIER,1559,35400,35288,Saint-Malo,35,,,35288000AM0580,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,830,-1.998671,48.655961
2021-157965,2021-05-26,000001,Vente,1345000,9,,AV CHARLES GUERNIER,1559,35400,35288,Saint-Malo,35,,,35288000AM0580,,,,,,,,,,,,,0,1,Maison,300,10,S,sols,,,830,-1.998671,48.655961
2021-157966,2021-05-27,000001,Vente,166700,5,,RUE LOUIS LEMARCHAND,5158,35400,35288,Saint-Malo,35,,,35288000VD0370,,,3,,,,,,,,,,1,2,Appartement,41,2,,,,,,-1.969124,48.663003
2021-157966,2021-05-27,000001,Vente,166700,5,,RUE LOUIS LEMARCHAND,5158,35400,35288,Saint-Malo,35,,,35288000VD0370,,,31,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.969124,48.663003
2021-157975,2021-05-20,000001,Vente,91000,2,,RUE DE LA GREVE,3870,35400,35288,Saint-Malo,35,,,352880000K0165,,,40,18.52,62,,,,,,,,2,2,Appartement,19,1,,,,,,-1.979709,48.676566
2021-157975,2021-05-20,000001,Vente,91000,2,,RUE DE LA GREVE,3870,35400,35288,Saint-Malo,35,,,352880000K0165,,,40,18.52,62,,,,,,,,2,3,Dépendance,,0,,,,,,-1.979709,48.676566
2021-157976,2021-06-07,000001,Vente,124900,11,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0331,,,406,,8,20.71,,,,,,,2,3,Dépendance,,0,,,,,,-2.008096,48.645817
2021-157976,2021-06-07,000001,Vente,124900,11,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0331,,,406,,8,20.71,,,,,,,2,2,Appartement,26,1,,,,,,-2.008096,48.645817
2021-157977,2021-06-18,000001,Vente,115500,23,,RUE JEANNE JUGAN,4770,35400,35288,Saint-Malo,35,,,35288000BP0775,,,4,28.13,,,,,,,,,1,2,Appartement,30,2,,,,,,-2.018157,48.633574
2021-157978,2021-05-25,000001,Vente,562000,51,,BD GAMBETTA,3380,35400,35288,Saint-Malo,35,,,35288000CA0043,,,,,,,,,,,,,0,1,Maison,146,5,S,sols,,,314,-1.993216,48.654838
2021-157981,2021-06-02,000001,Vente,390000,2,,RUE LOUIS CHOPIER,5145,35400,35288,Saint-Malo,35,,,35288000VP0278,,,48,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.97751,48.648528
2021-157981,2021-06-02,000001,Vente,390000,2,,RUE LOUIS CHOPIER,5145,35400,35288,Saint-Malo,35,,,35288000VP0278,,,61,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.97751,48.648528
2021-157981,2021-06-02,000001,Vente,390000,2,,RUE LOUIS CHOPIER,5145,35400,35288,Saint-Malo,35,,,35288000VP0278,,,130,91.05,,,,,,,,,1,2,Appartement,92,4,,,,,,-1.97751,48.648528
2021-157982,2021-06-18,000001,Vente,327000,7,,RUE DE SUIPPES,8080,35400,35288,Saint-Malo,35,,,35288000AS0143,,,,,,,,,,,,,0,1,Maison,75,4,S,sols,,,318,-1.995119,48.641278
2021-157983,2021-05-28,000001,Vente,515000,10,,IMP MARCEL CALLO,5320,35400,35288,Saint-Malo,35,,,35288000BV0076,,,,,,,,,,,,,0,1,Maison,115,5,S,sols,,,563,-2.004448,48.635433
2021-157997,2021-05-29,000001,Vente,711000,7,,RUE DE LA VIERGE DE GRACE,8720,35400,35288,Saint-Malo,35,,,352880000J1215,,,,,,,,,,,,,0,,,,,S,sols,,,305,-1.973245,48.663792
2021-158005,2021-06-11,000001,Vente,575500,19,,RUE DU MINIHIC,5700,35400,35288,Saint-Malo,35,,,352880000K0733,,,110,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.981872,48.677183
2021-158005,2021-06-11,000001,Vente,575500,19,A,RUE DU MINIHIC,5700,35400,35288,Saint-Malo,35,,,352880000K0733,,,36,,64,,65,51.38,73,,,,4,3,Dépendance,,0,,,,,,-1.981872,48.677183
2021-158005,2021-06-11,000001,Vente,575500,19,A,RUE DU MINIHIC,5700,35400,35288,Saint-Malo,35,,,352880000K0733,,,36,,64,,65,51.38,73,,,,4,2,Appartement,50,3,,,,,,-1.981872,48.677183
2021-158007,2021-06-11,000001,Vente,297500,6,,RUE SAINT BENOIT,7680,35400,35288,Saint-Malo,35,,,35288000AC0227,,,11,42.92,32,,6,,,,,,3,3,Dépendance,,0,,,,,,-2.026959,48.65038
2021-158007,2021-06-11,000001,Vente,297500,6,,RUE SAINT BENOIT,7680,35400,35288,Saint-Malo,35,,,35288000AC0227,,,11,42.92,32,,6,,,,,,3,2,Appartement,44,2,,,,,,-2.026959,48.65038
2021-158007,2021-06-11,000001,Vente,297500,6,,RUE SAINT BENOIT,7680,35400,35288,Saint-Malo,35,,,35288000AC0227,,,11,42.92,32,,6,,,,,,3,3,Dépendance,,0,,,,,,-2.026959,48.65038
2021-158019,2021-05-28,000001,Vente,200275,22,,RUE DE LA HULOTAIS,4440,35400,35288,Saint-Malo,35,,,35288000DI0001,,,2044,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.99726,48.631808
2021-158019,2021-05-28,000001,Vente,200275,7,,RUE DE BELLEVUE,0759,35400,35288,Saint-Malo,35,,,35288000DI0002,,,13,,28,,,,,,,,2,2,Appartement,82,4,,,,,,-1.996751,48.631835
2021-158019,2021-05-28,000001,Vente,200275,7,,RUE DE BELLEVUE,0759,35400,35288,Saint-Malo,35,,,35288000DI0002,,,13,,28,,,,,,,,2,3,Dépendance,,0,,,,,,-1.996751,48.631835
2021-158019,2021-05-28,000001,Vente,200275,7,,RUE DE BELLEVUE,0759,35400,35288,Saint-Malo,35,,,35288000DI0002,,,13,,28,,,,,,,,2,3,Dépendance,,0,,,,,,-1.996751,48.631835
2021-158021,2021-05-27,000001,Vente,170000,8,,PAS DU POIDS PUBLIC,6736,35400,35288,Saint-Malo,35,,,35288000BM0545,,,42,39.37,,,,,,,,,1,2,Appartement,40,3,,,,,,-2.017572,48.637606
2021-158022,2021-05-31,000001,Vente,310000,1,,RUE DU POURQUOI PAS,7010,35400,35288,Saint-Malo,35,,,35288000AI0053,,,8,102.25,,,,,,,,,1,2,Appartement,92,3,,,,,,-2.014534,48.652169
2021-158034,2021-06-15,000001,Vente,260000,7,,RUE DE LA FEE MORGANE,3027,35400,35288,Saint-Malo,35,,,35288000DK0307,,,,,,,,,,,,,0,1,Maison,106,5,S,sols,,,355,-1.989397,48.629077
2021-158034,2021-06-15,000001,Vente,260000,7,,RUE DE LA FEE MORGANE,3027,35400,35288,Saint-Malo,35,,,35288000DK0307,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,355,-1.989397,48.629077
2021-158036,2021-05-31,000001,Vente,295000,8,B,RUE DES NARCISSES,5981,35400,35288,Saint-Malo,35,,,35288000BX0172,,,,,,,,,,,,,0,1,Maison,59,3,S,sols,,,326,-1.983583,48.636315
2021-158037,2021-06-11,000001,Vente,80000,1,,RUE GRAND PORT,3761,35400,35288,Saint-Malo,35,,,35288000BW1389,,,162,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.990272,48.632456
2021-158037,2021-06-11,000001,Vente,80000,1,,RUE GRAND PORT,3761,35400,35288,Saint-Malo,35,,,35288000BW1389,,,94,36.87,,,,,,,,,1,2,Appartement,37,2,,,,,,-1.990272,48.632456
2021-158038,2021-05-31,000001,Vente en l'état futur d'achèvement,225000,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,126,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-158038,2021-05-31,000001,Vente en l'état futur d'achèvement,225000,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,8,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-158044,2021-06-14,000001,Vente,610000,14,,RUE DE LA NATION,5970,35400,35288,Saint-Malo,35,,,35288000BP0290,,,,,,,,,,,,,0,1,Maison,136,5,S,sols,,,476,-2.011312,48.63321
2021-158044,2021-06-14,000001,Vente,610000,14,,RUE DE LA NATION,5970,35400,35288,Saint-Malo,35,,,35288000BP0290,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,476,-2.011312,48.63321
2021-158045,2021-05-03,000001,Vente,240000,5,,RUE LOUIS LEMARCHAND,5158,35400,35288,Saint-Malo,35,,,35288000VD0370,,,2,62.6,,,,,,,,,1,2,Appartement,62,3,,,,,,-1.969124,48.663003
2021-158045,2021-05-03,000001,Vente,240000,5,,RUE LOUIS LEMARCHAND,5158,35400,35288,Saint-Malo,35,,,35288000VD0370,,,32,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.969124,48.663003
2021-158046,2021-06-18,000001,Vente,165000,1,,RUE LOUISE BOURGEOIS,5193,35400,35288,Saint-Malo,35,,,35288000DD0460,,,11,43.24,,,,,,,,,1,2,Appartement,43,2,,,,,,-1.962284,48.613066
2021-158046,2021-06-18,000001,Vente,165000,1,,RUE LOUISE BOURGEOIS,5193,35400,35288,Saint-Malo,35,,,35288000DD0460,,,26,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.962284,48.613066
2021-158048,2021-06-18,000001,Vente,230000,1,,RUE MARIN MARIE,5461,35400,35288,Saint-Malo,35,,,35288000DD0461,,,19,61.84,,,,,,,,,1,2,Appartement,70,3,,,,,,-1.962285,48.612642
2021-158048,2021-06-18,000001,Vente,230000,1,,RUE MARIN MARIE,5461,35400,35288,Saint-Malo,35,,,35288000DD0461,,,51,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.962285,48.612642
2021-158048,2021-06-18,000001,Vente,230000,1,,RUE MARIN MARIE,5461,35400,35288,Saint-Malo,35,,,35288000DD0461,,,41,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.962285,48.612642
2021-158049,2021-06-17,000001,Vente en l'état futur d'achèvement,218000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,80,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-158049,2021-06-17,000001,Vente en l'état futur d'achèvement,218000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,17,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-158050,2021-06-18,000001,Vente,260000,64,B,AV ARISTIDE BRIAND,0370,35400,35288,Saint-Malo,35,,,35288000AO0108,,,111,,120,81.28,,,,,,,2,2,Appartement,83,4,,,,,,-1.995567,48.648314
2021-158050,2021-06-18,000001,Vente,260000,64,T,AV ARISTIDE BRIAND,0370,35400,35288,Saint-Malo,35,,,35288000AO0108,,,23,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.995567,48.648314
2021-158050,2021-06-18,000001,Vente,260000,64,B,AV ARISTIDE BRIAND,0370,35400,35288,Saint-Malo,35,,,35288000AO0108,,,111,,120,81.28,,,,,,,2,3,Dépendance,,0,,,,,,-1.995567,48.648314
2021-158050,2021-06-18,000001,Vente,260000,64,T,AV ARISTIDE BRIAND,0370,35400,35288,Saint-Malo,35,,,35288000AO0108,,,22,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.995567,48.648314
2021-158053,2021-06-18,000001,Vente,46548,168,,AV JOHN KENNEDY,4800,35400,35288,Saint-Malo,35,,,352880000K1026,,,,,,,,,,,,,0,,,,,J,jardins,,,270,-1.980769,48.672992
2021-158075,2021-06-17,000001,Vente en l'état futur d'achèvement,197000,12,,AV DES COTTAGES,2110,35400,35288,Saint-Malo,35,,,35288000AO0103,,,114,,,,,,,,,,1,,,,,,,,,,-1.996034,48.647276
2021-158075,2021-06-17,000001,Vente en l'état futur d'achèvement,197000,12,,AV DES COTTAGES,2110,35400,35288,Saint-Malo,35,,,35288000AO0103,,,35,,,,,,,,,,1,,,,,,,,,,-1.996034,48.647276
2021-158075,2021-06-17,000001,Vente en l'état futur d'achèvement,197000,12,,AV DES COTTAGES,2110,35400,35288,Saint-Malo,35,,,35288000AO0103,,,34,,,,,,,,,,1,,,,,,,,,,-1.996034,48.647276
2021-158079,2021-05-31,000001,Vente,200000,22,,AV JOHN KENNEDY,4800,35400,35288,Saint-Malo,35,,,352880000H0466,,,114,87.11,,,,,,,,,1,4,Local industriel. commercial ou assimilé,87,0,,,,,,-1.987799,48.663616
2021-158081,2021-05-31,000001,Vente,420000,13,,RUE D ALET,0140,35400,35288,Saint-Malo,35,,,35288000BL0031,,,14,,4,,,,,,,,2,2,Appartement,61,3,,,,,,-2.025228,48.634783
2021-158081,2021-05-31,000001,Vente,420000,13,,RUE D ALET,0140,35400,35288,Saint-Malo,35,,,35288000BL0031,,,14,,4,,,,,,,,2,3,Dépendance,,0,,,,,,-2.025228,48.634783
2021-158090,2021-06-09,000002,Echange,15000,3,,PL DU PILORI,6580,35400,35288,Saint-Malo,35,,,35288000AB0369,,,104,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.025829,48.648711
2021-158090,2021-06-09,000002,Echange,15000,3,,PL DU PILORI,6580,35400,35288,Saint-Malo,35,,,35288000AB0369,,,104,,,,,,,,,,1,2,Appartement,56,3,,,,,,-2.025829,48.648711
2021-158094,2021-06-03,000001,Vente en l'état futur d'achèvement,717000,4,,AV PAUL DEROULEDE,6225,35400,35288,Saint-Malo,35,,,352880000A0122,,,3,,,,,,,,,,1,,,,,,,,,,-1.992679,48.661258
2021-158094,2021-06-03,000001,Vente en l'état futur d'achèvement,717000,4,,AV PAUL DEROULEDE,6225,35400,35288,Saint-Malo,35,,,352880000A0122,,,27,,,,,,,,,,1,,,,,,,,,,-1.992679,48.661258
2021-158095,2021-06-18,000001,Vente,483840,13,B,RUE CLAUDE BERNARD,1820,35400,35288,Saint-Malo,35,,,35288000CA0816,,,37,185.4,38,186,,,,,,,2,4,Local industriel. commercial ou assimilé,371,0,,,,,,-1.988387,48.652578
2021-158104,2021-06-08,000001,Vente,223000,3,,RUE ETIENNE BLANDIN,2929,35400,35288,Saint-Malo,35,,,35288000DD0368,,,,,,,,,,,,,0,1,Maison,83,4,S,sols,,,192,-1.959184,48.609717
2021-158104,2021-06-08,000001,Vente,223000,3,B,RUE ETIENNE BLANDIN,2929,35400,35288,Saint-Malo,35,,,35288000DD0430,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,13,-1.959268,48.60976
2021-158105,2021-06-04,000001,Vente,107500,36,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000BO0104,,,,,,,,,,,,,0,1,Maison,64,3,S,sols,,,635,-1.999087,48.638823
2021-158105,2021-06-04,000001,Vente,107500,36,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000BO0104,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,635,-1.999087,48.638823
2021-158106,2021-06-07,000001,Vente,85000,69,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0336,,,3,,6,19.95,8,,,,,,3,3,Dépendance,,0,,,,,,-2.008329,48.642641
2021-158106,2021-06-07,000001,Vente,85000,69,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0336,,,3,,6,19.95,8,,,,,,3,2,Appartement,21,1,,,,,,-2.008329,48.642641
2021-158106,2021-06-07,000001,Vente,85000,69,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0336,,,3,,6,19.95,8,,,,,,3,3,Dépendance,,0,,,,,,-2.008329,48.642641
2021-158109,2021-06-02,000001,Vente en l'état futur d'achèvement,187000,,,CLOS DE BELLEVENT,B374,35400,35288,Saint-Malo,35,,,35288000VH0030,,,80,44.25,,,,,,,,,1,,,,,,,,,,-1.97003,48.653212
2021-158109,2021-06-02,000001,Vente en l'état futur d'achèvement,187000,,,CLOS DE BELLEVENT,B374,35400,35288,Saint-Malo,35,,,35288000VH0030,,,6,,,,,,,,,,1,,,,,,,,,,-1.97003,48.653212
2021-158110,2021-06-15,000001,Vente,400000,15,,RUE DE GUERNESEY,3960,35400,35288,Saint-Malo,35,,,352880000J0314,,,,,,,,,,,,,0,1,Maison,74,3,S,sols,,,481,-1.976702,48.668305
2021-158111,2021-06-04,000001,Vente,207000,68,,AV ST PIERRE ET MIQUELON,7830,35400,35288,Saint-Malo,35,,,35288000AN0860,,,,,,,,,,,,,0,1,Maison,51,3,S,sols,,,345,-1.995426,48.6495
2021-158111,2021-06-04,000001,Vente,207000,68,,AV ST PIERRE ET MIQUELON,7830,35400,35288,Saint-Malo,35,,,35288000AN0860,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,345,-1.995426,48.6495
2021-158121,2021-06-10,000001,Vente,250000,59,,RUE GEORGES CLEMENCEAU,3540,35400,35288,Saint-Malo,35,,,35288000BM0430,,,114,,603,57.64,717,,,,,,3,3,Dépendance,,0,,,,,,-2.017176,48.639394
2021-158121,2021-06-10,000001,Vente,250000,59,,RUE GEORGES CLEMENCEAU,3540,35400,35288,Saint-Malo,35,,,35288000BM0430,,,114,,603,57.64,717,,,,,,3,2,Appartement,70,2,,,,,,-2.017176,48.639394
2021-158121,2021-06-10,000001,Vente,250000,59,,RUE GEORGES CLEMENCEAU,3540,35400,35288,Saint-Malo,35,,,35288000BM0430,,,114,,603,57.64,717,,,,,,3,3,Dépendance,,0,,,,,,-2.017176,48.639394
2021-158121,2021-06-10,000001,Vente,250000,59,,RUE GEORGES CLEMENCEAU,3540,35400,35288,Saint-Malo,35,,,35288000BM0430,,,827,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.017176,48.639394
2021-158122,2021-06-21,000001,Vente,188000,2,A,RUE MONTJOIE,5850,35400,35288,Saint-Malo,35,,,35288000BV0936,,,39,45.2,,,,,,,,,1,2,Appartement,45,2,,,,,,-1.998486,48.634748
2021-158122,2021-06-21,000001,Vente,188000,2,A,RUE MONTJOIE,5850,35400,35288,Saint-Malo,35,,,35288000BV0936,,,19,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.998486,48.634748
2021-158130,2021-06-21,000001,Vente en l'état futur d'achèvement,332000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,110,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-158130,2021-06-21,000001,Vente en l'état futur d'achèvement,332000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,180,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-158130,2021-06-21,000001,Vente en l'état futur d'achèvement,332000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,12,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-158132,2021-06-21,000001,Vente en l'état futur d'achèvement,259000,91,,AV DE MOKA,5730,35400,35288,Saint-Malo,35,,,35288000AK0187,,,162,,,,,,,,,,1,,,,,,,,,,-2.002843,48.649411
2021-158132,2021-06-21,000001,Vente en l'état futur d'achèvement,259000,91,,AV DE MOKA,5730,35400,35288,Saint-Malo,35,,,35288000AK0187,,,65,,,,,,,,,,1,,,,,,,,,,-2.002843,48.649411
2021-158133,2021-06-04,000001,Vente,178000,4,,AV DU REVEREND PERE UMBRICHT,7340,35400,35288,Saint-Malo,35,,,35288000AM0510,,,13,38,,,,,,,,,1,2,Appartement,32,2,,,,,,-1.996045,48.657098
2021-158144,2021-06-22,000001,Vente en l'état futur d'achèvement,635000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,56,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-158144,2021-06-22,000001,Vente en l'état futur d'achèvement,635000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,100,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-158147,2021-06-18,000001,Vente,221100,6,,RUE ANGE FONTAN,0310,35400,35288,Saint-Malo,35,,,352880000B0262,,,7,52,,,,,,,,,1,2,Appartement,53,2,,,,,,-1.985039,48.658066
2021-158150,2021-06-09,000001,Vente,162600,6,,PAS DE LA LANCETTE,4921,35400,35288,Saint-Malo,35,,,35288000AB0303,,,2,,6,31.35,,,,,,,2,2,Appartement,32,2,,,,,,-2.026503,48.648753
2021-158150,2021-06-09,000001,Vente,162600,6,,PAS DE LA LANCETTE,4921,35400,35288,Saint-Malo,35,,,35288000AB0303,,,2,,6,31.35,,,,,,,2,3,Dépendance,,0,,,,,,-2.026503,48.648753
2021-158155,2021-06-03,000001,Vente,192000,19,,RUE DE LA CHESNAIE,1731,35400,35288,Saint-Malo,35,,,35288000BS0617,,,116,38.9,,,,,,,,,1,2,Appartement,38,2,,,,,,-2.006105,48.626779
2021-158155,2021-06-03,000001,Vente,192000,19,,RUE DE LA CHESNAIE,1731,35400,35288,Saint-Malo,35,,,35288000BS0617,,,28,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.006105,48.626779
2021-158157,2021-06-14,000001,Vente,4500,9,,RUE JEAN MACE,4730,35400,35288,Saint-Malo,35,,,35288000AK0376,,,7,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.006908,48.650404
2021-158161,2021-06-11,000001,Vente en l'état futur d'achèvement,242000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,2,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-158161,2021-06-11,000001,Vente en l'état futur d'achèvement,242000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,46,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-158163,2021-06-03,000001,Vente en l'état futur d'achèvement,375000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,13,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-158163,2021-06-03,000001,Vente en l'état futur d'achèvement,375000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,57,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-158164,2021-06-03,000001,Vente en l'état futur d'achèvement,400000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,29,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-158164,2021-06-03,000001,Vente en l'état futur d'achèvement,400000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,56,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-158164,2021-06-03,000001,Vente en l'état futur d'achèvement,400000,15,B,RUE PIERRE LEGAVRE,6550,35400,35288,Saint-Malo,35,,,352880000E0212,,,72,,,,,,,,,,1,,,,,,,,,,-1.980715,48.655743
2021-158167,2021-06-07,000001,Vente en l'état futur d'achèvement,212000,23,,RUE LOUIS LEMARCHAND,5158,35400,35288,Saint-Malo,35,,,35288000VD0417,,,29,,,,,,,,,,1,,,,,,,,,,-1.969612,48.664491
2021-158167,2021-06-07,000001,Vente en l'état futur d'achèvement,212000,23,,RUE LOUIS LEMARCHAND,5158,35400,35288,Saint-Malo,35,,,35288000VD0417,,,15,,,,,,,,,,1,,,,,,,,,,-1.969612,48.664491
2021-158172,2021-06-22,000001,Vente,845900,9,,RUE CHEVREMONT,1750,35400,35288,Saint-Malo,35,,,35288000BP0365,,,,,,,,,,,,,0,1,Maison,148,6,S,sols,,,327,-2.008713,48.632445
2021-158173,2021-06-11,000001,Vente,195000,16,,RUE DES FOURS A CHAUX,3280,35400,35288,Saint-Malo,35,,,35288000BR0086,,,90,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.015113,48.630277
2021-158173,2021-06-11,000001,Vente,195000,18,,RUE DU GENIE,3510,35400,35288,Saint-Malo,35,,,35288000BR0086,,,217,,221,,,,,,,,2,3,Dépendance,,0,,,,,,-2.015113,48.630277
2021-158173,2021-06-11,000001,Vente,195000,18,,RUE DU GENIE,3510,35400,35288,Saint-Malo,35,,,35288000BR0086,,,217,,221,,,,,,,,2,2,Appartement,53,2,,,,,,-2.015113,48.630277
2021-158175,2021-05-31,000001,Vente,480000,2,,ALL DE L ILE DE SERCQ,4550,35400,35288,Saint-Malo,35,,,352880000J0506,,,,,,,,,,,,,0,1,Maison,126,5,S,sols,,,574,-1.979491,48.66887
2021-158182,2021-06-08,000001,Vente,340200,7,,RUE D ESTREES,2910,35400,35288,Saint-Malo,35,,,35288000AB0200,,,8,104.59,,,,,,,,,1,2,Appartement,103,4,,,,,,-2.028006,48.646864
2021-158182,2021-06-08,000001,Vente,340200,7,,RUE D ESTREES,2910,35400,35288,Saint-Malo,35,,,35288000AB0200,,,8,104.59,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.028006,48.646864
2021-158183,2021-06-01,000001,Vente en l'état futur d'achèvement,199000,10,,RUE DES FRERES SAINT MLEUX,3335,35400,35288,Saint-Malo,35,,,35288000AV0072,,,5,,,,,,,,,,1,,,,,,,,,,-2.007882,48.645631
2021-158183,2021-06-01,000001,Vente en l'état futur d'achèvement,199000,10,,RUE DES FRERES SAINT MLEUX,3335,35400,35288,Saint-Malo,35,,,35288000AV0072,,,25,,,,,,,,,,1,,,,,,,,,,-2.007882,48.645631
2021-158184,2021-06-03,000001,Vente,1500000,25,,RUE DE LA VILLE ES COURS,8891,35400,35288,Saint-Malo,35,,,35288000BY0339,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,3245,0,S,sols,,,13002,-1.977425,48.63566
