id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-155668,2021-01-04,000001,Vente,170270,14,,ALL DE RIVASSELOU,7370,35400,35288,Saint-Malo,35,,,352880000B0989,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.986727,48.657138
2021-155668,2021-01-04,000001,Vente,170270,16,,ALL DE RIVASSELOU,7370,35400,35288,Saint-Malo,35,,,352880000B0989,,,203,,218,48.66,336,,,,,,3,2,Appartement,49,2,,,,,,-1.986727,48.657138
2021-155678,2021-01-04,000001,Vente en l'état futur d'achèvement,265000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,33,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155678,2021-01-04,000001,Vente en l'état futur d'achèvement,265000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,55,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155680,2021-01-04,000001,Vente,152000,35,,RUE ERNEST RENAN,2880,35400,35288,Saint-Malo,35,,,35288000AK0769,,,96,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.003384,48.650288
2021-155682,2021-01-18,000001,Vente,155000,20,,RUE GEORGES CLEMENCEAU,3540,35400,35288,Saint-Malo,35,,,35288000BM0322,,,11,,9,,,,,,,,2,2,Appartement,31,2,,,,,,-2.018319,48.639727
2021-155694,2021-01-04,000001,Vente,250000,64,T,AV ARISTIDE BRIAND,0370,35400,35288,Saint-Malo,35,,,35288000AO0108,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.995567,48.648314
2021-155694,2021-01-04,000001,Vente,250000,64,B,AV ARISTIDE BRIAND,0370,35400,35288,Saint-Malo,35,,,35288000AO0108,,,101,,103,,,,,,,,2,2,Appartement,67,3,,,,,,-1.995567,48.648314
2021-155695,2021-01-07,000001,Vente,635000,21,,RUE DE LA PLAGE,6650,35400,35288,Saint-Malo,35,,,352880000H0008,,,24,,49,,,,,,,,2,2,Appartement,87,3,,,,,,-1.988936,48.66437
2021-155695,2021-01-07,000001,Vente,635000,21,,RUE DE LA PLAGE,6650,35400,35288,Saint-Malo,35,,,352880000H0008,,,4,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.988936,48.66437
2021-155696,2021-01-06,000001,Vente en l'état futur d'achèvement,190000,4,,IMP LOUISE FOULON-ROPARS,5194,35400,35288,Saint-Malo,35,,,352880000M0976,,,79,,,,,,,,,,1,,,,,,,,,,-1.974667,48.679422
2021-155696,2021-01-06,000001,Vente en l'état futur d'achèvement,190000,4,,IMP LOUISE FOULON-ROPARS,5194,35400,35288,Saint-Malo,35,,,352880000M0976,,,14,,,,,,,,,,1,,,,,,,,,,-1.974667,48.679422
2021-155698,2021-01-05,000001,Vente,500000,18,,AV DE LORRAINE,5130,35400,35288,Saint-Malo,35,,,352880000G1005,,,,,,,,,,,,,0,,,,,S,sols,,,55,-1.984526,48.659462
2021-155698,2021-01-05,000001,Vente,500000,18,,AV DE LORRAINE,5130,35400,35288,Saint-Malo,35,,,352880000G1011,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,,,12,-1.984544,48.65949
2021-155698,2021-01-05,000001,Vente,500000,18,B,AV DE LORRAINE,5130,35400,35288,Saint-Malo,35,,,352880000G1012,,,,,,,,,,,,,0,1,Maison,102,5,S,sols,,,84,-1.984557,48.659424
2021-155701,2021-01-12,000001,Vente en l'état futur d'achèvement,249000,55,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0027,,,83,,,,,,,,,,1,,,,,,,,,,-2.007747,48.643171
2021-155701,2021-01-12,000001,Vente en l'état futur d'achèvement,249000,55,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0027,,,25,,,,,,,,,,1,,,,,,,,,,-2.007747,48.643171
2021-155704,2021-01-04,000001,Vente,160000,18,,RUE DAUPHINE,2370,35400,35288,Saint-Malo,35,,,35288000BM0153,,,18,,9,31.96,,,,,,,2,2,Appartement,34,1,,,,,,-2.018728,48.639211
2021-155705,2021-01-06,000001,Vente,680000,92,,BD CHATEAUBRIAND,1610,35400,35288,Saint-Malo,35,,,35288000AM0130,,,7,232.8,,,,,,,,,1,4,Local industriel. commercial ou assimilé,293,0,,,,,,-1.99652,48.657632
2021-155708,2021-01-07,000001,Vente en l'état futur d'achèvement,225000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,40,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-155708,2021-01-07,000001,Vente en l'état futur d'achèvement,225000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,6,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-155713,2021-01-15,000001,Vente,208000,24,,RUE DE LA NATION,5970,35400,35288,Saint-Malo,35,,,35288000BP0750,,,4,,47,54.36,55,,,,,,3,2,Appartement,55,3,,,,,,-2.010628,48.633121
2021-155713,2021-01-15,000001,Vente,208000,24,,RUE DE LA NATION,5970,35400,35288,Saint-Malo,35,,,35288000BP0750,,,109,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.010628,48.633121
2021-155716,2021-01-14,000001,Vente,1585000,14,,AV EXCELSIOR,3020,35400,35288,Saint-Malo,35,,,352880000A0262,,,,,,,,,,,,,0,,,,,S,sols,,,85,-1.99366,48.659812
2021-155716,2021-01-14,000001,Vente,1585000,29,,BD HEBERT,4260,35400,35288,Saint-Malo,35,,,352880000A0263,,,,,,,,,,,,,0,1,Maison,224,10,S,sols,,,644,-1.993772,48.659936
2021-155719,2021-01-14,000001,Vente en l'état futur d'achèvement,577000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,35,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155719,2021-01-14,000001,Vente en l'état futur d'achèvement,577000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,24,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155719,2021-01-14,000001,Vente en l'état futur d'achèvement,577000,18,,RUE CONSTANTINE,2000,35400,35288,Saint-Malo,35,,,35288000BN0149,,,46,,,,,,,,,,1,,,,,,,,,,-2.011402,48.635405
2021-155726,2021-01-11,000001,Vente en l'état futur d'achèvement,399000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,21,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-155726,2021-01-11,000001,Vente en l'état futur d'achèvement,399000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,20,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-155726,2021-01-11,000001,Vente en l'état futur d'achèvement,399000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,22,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-155726,2021-01-11,000001,Vente en l'état futur d'achèvement,399000,1,,BD SAINT MICH DES SABLONS,7790,35400,35288,Saint-Malo,35,,,352880000N0261,,,2,,,,,,,,,,1,,,,,,,,,,-1.973187,48.68084
2021-155727,2021-01-11,000001,Vente,158500,86,,RUE DE LA HULOTAIS,4440,35400,35288,Saint-Malo,35,,,35288000DK0740,,,49,47.11,,,,,,,,,1,2,Appartement,47,2,,,,,,-1.990388,48.631748
2021-155727,2021-01-11,000001,Vente,158500,86,,RUE DE LA HULOTAIS,4440,35400,35288,Saint-Malo,35,,,35288000DK0740,,,10,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.990388,48.631748
2021-155732,2021-01-04,000001,Vente,155000,32,,RUE CLAUDE MONET,1830,35400,35288,Saint-Malo,35,,,35288000DB0033,,,,,,,,,,,,,0,1,Maison,71,4,S,sols,,,107,-1.955066,48.613354
2021-155734,2021-01-08,000001,Vente,165000,8,,RUE DU PELICOT,6260,35400,35288,Saint-Malo,35,,,35288000AC0036,,,,,,,,,,,,,0,,,,,S,sols,,,41,-2.025406,48.650889
2021-155736,2021-01-07,000001,Vente en l'état futur d'achèvement,345400,49,A,RUE DE LA BALUE,0510,35400,35288,Saint-Malo,35,,,35288000BT0144,,,57,,,,,,,,,,1,,,,,,,,,,-2.002899,48.627566
2021-155736,2021-01-07,000001,Vente en l'état futur d'achèvement,345400,49,A,RUE DE LA BALUE,0510,35400,35288,Saint-Malo,35,,,35288000BT0144,,,48,,,,,,,,,,1,,,,,,,,,,-2.002899,48.627566
2021-155739,2021-01-04,000001,Vente,276000,28,,BD POREE,6880,35400,35288,Saint-Malo,35,,,35288000BP0657,,,10,,12,,5,,,,,,3,2,Appartement,63,4,,,,,,-2.014062,48.634087
2021-155747,2021-01-06,000001,Vente,775000,32,,AV DU REVEREND PERE UMBRICHT,7340,35400,35288,Saint-Malo,35,,,35288000AM0412,,,,,,,,,,,,,0,1,Maison,142,7,S,sols,,,345,-1.99376,48.657536
2021-155753,2021-01-08,000001,Vente,265000,29,,RUE DE LA GDE ANGUILLE,3780,35400,35288,Saint-Malo,35,,,35288000BO0129,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,197,-2.003617,48.636713
2021-155753,2021-01-08,000001,Vente,265000,29,,RUE DE LA GDE ANGUILLE,3780,35400,35288,Saint-Malo,35,,,35288000BO0129,,,,,,,,,,,,,0,1,Maison,30,2,S,sols,,,197,-2.003617,48.636713
2021-155753,2021-01-08,000001,Vente,265000,29,,RUE DE LA GDE ANGUILLE,3780,35400,35288,Saint-Malo,35,,,35288000BO0129,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,197,-2.003617,48.636713
2021-155753,2021-01-08,000001,Vente,265000,29,,RUE DE LA GDE ANGUILLE,3780,35400,35288,Saint-Malo,35,,,35288000BO0129,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,197,-2.003617,48.636713
2021-155753,2021-01-08,000001,Vente,265000,29,,RUE DE LA GDE ANGUILLE,3780,35400,35288,Saint-Malo,35,,,35288000BO0129,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,197,-2.003617,48.636713
2021-155753,2021-01-08,000001,Vente,265000,29,,RUE DE LA GDE ANGUILLE,3780,35400,35288,Saint-Malo,35,,,35288000BO0129,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,197,-2.003617,48.636713
2021-155753,2021-01-08,000001,Vente,265000,29,,RUE DE LA GDE ANGUILLE,3780,35400,35288,Saint-Malo,35,,,35288000BO0129,,,,,,,,,,,,,0,2,Appartement,25,1,S,sols,,,197,-2.003617,48.636713
2021-155756,2021-01-13,000001,Vente,276700,32,,RUE ELISABETH VIGEE LE BRUN,2739,35400,35288,Saint-Malo,35,,,35288000DC0841,,,,,,,,,,,,,0,1,Maison,89,4,S,sols,,,330,-1.95481,48.616931
2021-155761,2021-01-15,000001,Vente,400000,11,,RUE DE JUPITER,4875,35400,35288,Saint-Malo,35,,,35288000CH0305,,,,,,,,,,,,,0,1,Maison,107,6,S,sols,,,464,-1.995639,48.625745
2021-155762,2021-01-07,000001,Vente en l'état futur d'achèvement,208000,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,108,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-155762,2021-01-07,000001,Vente en l'état futur d'achèvement,208000,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,154,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-155762,2021-01-07,000001,Vente en l'état futur d'achèvement,208000,,,RUE DES ANTILLES,0320,35400,35288,Saint-Malo,35,,,35288000AS0437,,,46,,,,,,,,,,1,,,,,,,,,,-1.991803,48.63471
2021-155764,2021-01-07,000001,Vente en l'état futur d'achèvement,316000,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,7,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-155764,2021-01-07,000001,Vente en l'état futur d'achèvement,316000,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,65,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-155764,2021-01-07,000001,Vente en l'état futur d'achèvement,316000,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,35,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-155765,2021-01-11,000001,Vente,283000,23,,RUE MONSIEUR VINCENT,5800,35400,35288,Saint-Malo,35,,,35288000BO0240,,,,,,,,,,,,,0,1,Maison,73,4,S,sols,,,215,-2.006386,48.637345
2021-155767,2021-01-15,000001,Vente,145000,21,,RUE DU NAYE,5990,35400,35288,Saint-Malo,35,,,35288000BM0441,,,10,,12,,,,,,,,2,2,Appartement,58,2,,,,,,-2.016336,48.639118
2021-155768,2021-01-06,000001,Vente en l'état futur d'achèvement,141000,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,46,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-155768,2021-01-06,000001,Vente en l'état futur d'achèvement,141000,5,,RUE DES VILLES ALLIS,8780,35400,35288,Saint-Malo,35,,,35288000BV0581,,,2,,,,,,,,,,1,,,,,,,,,,-1.997875,48.636013
2021-155769,2021-01-04,000001,Vente,15000,,,LES PARISIERES,C068,35400,35288,Saint-Malo,35,,,35288000VC0045,,,,,,,,,,,,,0,,,,,L,landes,,,150,-1.95834,48.657451
2021-155773,2021-01-05,000001,Vente,663400,15,,AV JOHN KENNEDY,4800,35400,35288,Saint-Malo,35,,,352880000H0489,,,,,,,,,,,,,0,1,Maison,100,6,S,sols,,,160,-1.988358,48.664324
2021-155781,2021-01-27,000001,Vente,220000,3,,RUE JULIEN LEMORDANT,4870,35400,35288,Saint-Malo,35,,,352880000G0905,,,614,68.16,,,,,,,,,1,2,Appartement,68,3,,,,,,-1.984414,48.659147
2021-155782,2021-01-15,000001,Vente,177000,4,,RUE MAHE DE LA BOURDONNAIS,5270,35400,35288,Saint-Malo,35,,,35288000AC0014,,,111,46.17,112,,9,,,,,,3,2,Appartement,49,1,,,,,,-2.025873,48.650937
2021-155784,2021-01-14,000001,Vente,250000,31,,BD DOUVILLE,2560,35400,35288,Saint-Malo,35,,,35288000BP1001,,,,,,,,,,,,,0,1,Maison,60,3,S,sols,,,103,-2.008986,48.631492
2021-155794,2021-01-15,000001,Vente,166000,6,,RUE DES MERCIERS,5610,35400,35288,Saint-Malo,35,,,35288000AC0244,,,813,,,,,,,,,,1,4,Local industriel. commercial ou assimilé,89,0,,,,,,-2.024631,48.649602
2021-155794,2021-01-15,000001,Vente,166000,2,,PL DE LA POISSONNERIE,6780,35400,35288,Saint-Malo,35,,,35288000AC0244,,,820,57.84,,,,,,,,,1,2,Appartement,50,2,,,,,,-2.024631,48.649602
2021-155797,2021-01-14,000001,Vente,240000,4,,RUE DE LA CONFIANCE,1980,35400,35288,Saint-Malo,35,,,35288000BV0217,,,,,,,,,,,,,0,1,Maison,67,4,S,sols,,,260,-2.004022,48.633356
2021-155799,2021-01-20,000001,Vente en l'état futur d'achèvement,165000,,,RUE DE L ETRIER,2970,35400,35288,Saint-Malo,35,,,35288000BO0642,,,3,,,,,,,,,,1,,,,,,,,,,-2.002009,48.639837
2021-155799,2021-01-20,000001,Vente en l'état futur d'achèvement,165000,,,RUE DE L ETRIER,2970,35400,35288,Saint-Malo,35,,,35288000BO0642,,,38,,,,,,,,,,1,,,,,,,,,,-2.002009,48.639837
2021-155803,2021-01-14,000001,Vente,255500,18,,RUE DE LA HERSE,4350,35400,35288,Saint-Malo,35,,,35288000AB0082,,,14,,15,,16,,17,,18,,6,3,Dépendance,,0,,,,,,-2.024927,48.648267
2021-155803,2021-01-14,000001,Vente,255500,18,,RUE DE LA HERSE,4350,35400,35288,Saint-Malo,35,,,35288000AB0082,,,20,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.024927,48.648267
2021-155803,2021-01-14,000001,Vente,255500,18,,RUE DE LA HERSE,4350,35400,35288,Saint-Malo,35,,,35288000AB0082,,,11,84.4,13,,21,,6,,,,4,2,Appartement,50,2,,,,,,-2.024927,48.648267
2021-155803,2021-01-14,000001,Vente,255500,18,,RUE DE LA HERSE,4350,35400,35288,Saint-Malo,35,,,35288000AB0082,,,12,37.93,5,,,,,,,,2,2,Appartement,34,2,,,,,,-2.024927,48.648267
2021-155808,2021-01-20,000001,Vente en l'état futur d'achèvement,190000,,,RUE DE L ETRIER,2970,35400,35288,Saint-Malo,35,,,35288000BO0642,,,15,,,,,,,,,,1,,,,,,,,,,-2.002009,48.639837
2021-155808,2021-01-20,000001,Vente en l'état futur d'achèvement,190000,,,RUE DE L ETRIER,2970,35400,35288,Saint-Malo,35,,,35288000BO0642,,,36,,,,,,,,,,1,,,,,,,,,,-2.002009,48.639837
2021-155809,2021-01-13,000001,Vente,208000,19,,RUE NICOLAS BOUVIER,3001,35400,35288,Saint-Malo,35,,,35288000AW0345,,,1036,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.006791,48.647649
2021-155809,2021-01-13,000001,Vente,208000,19,,RUE NICOLAS BOUVIER,3001,35400,35288,Saint-Malo,35,,,35288000AW0345,,,1144,,,,,,,,,,1,2,Appartement,42,2,,,,,,-2.006791,48.647649
2021-155818,2021-01-15,000001,Vente en l'état futur d'achèvement,289000,91,,AV DE MOKA,5730,35400,35288,Saint-Malo,35,,,35288000AK0187,,,196,,,,,,,,,,1,,,,,,,,,,-2.002843,48.649411
2021-155818,2021-01-15,000001,Vente en l'état futur d'achèvement,289000,91,,AV DE MOKA,5730,35400,35288,Saint-Malo,35,,,35288000AK0187,,,143,,,,,,,,,,1,,,,,,,,,,-2.002843,48.649411
2021-155818,2021-01-15,000001,Vente en l'état futur d'achèvement,289000,91,,AV DE MOKA,5730,35400,35288,Saint-Malo,35,,,35288000AK0187,,,25,,,,,,,,,,1,,,,,,,,,,-2.002843,48.649411
2021-155819,2021-01-16,000001,Vente,170000,14,,RUE GEORGES CLEMENCEAU,3540,35400,35288,Saint-Malo,35,,,35288000BM0315,,,4,47.5,,,,,,,,,1,2,Appartement,48,3,,,,,,-2.018352,48.639973
2021-155825,2021-01-07,000001,Vente,1000000,71,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0015,,,2,61.45,,,,,,,,,1,2,Appartement,63,3,,,,,,-2.008072,48.642619
2021-155825,2021-01-07,000001,Vente,1000000,71,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0015,,,8,45.46,,,,,,,,,1,2,Appartement,65,3,,,,,,-2.008072,48.642619
2021-155825,2021-01-07,000001,Vente,1000000,71,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0015,,,5,60.36,,,,,,,,,1,2,Appartement,63,3,,,,,,-2.008072,48.642619
2021-155825,2021-01-07,000001,Vente,1000000,71,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0015,,,7,45.95,,,,,,,,,1,2,Appartement,66,3,,,,,,-2.008072,48.642619
2021-155825,2021-01-07,000001,Vente,1000000,71,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0015,,,3,60.88,,,,,,,,,1,2,Appartement,63,3,,,,,,-2.008072,48.642619
2021-155825,2021-01-07,000001,Vente,1000000,71,,BD DES TALARDS,8100,35400,35288,Saint-Malo,35,,,35288000AV0015,,,6,61.21,,,,,,,,,1,2,Appartement,63,3,,,,,,-2.008072,48.642619
2021-155828,2021-01-14,000001,Vente,107000,4,,RUE CHATEAUBRIAND,1630,35400,35288,Saint-Malo,35,,,35288000AC0081,,,14,,21,,6,,,,,,3,2,Appartement,40,2,,,,,,-2.02446,48.65092
2021-155831,2021-01-05,000001,Vente,118650,10,,RUE RENE MARTINEAU,7280,35400,35288,Saint-Malo,35,,,35288000BP0782,,,206,,224,,,,,,,,2,2,Appartement,30,1,,,,,,-2.007198,48.63119
2021-155831,2021-01-05,000001,Vente,118650,10,,RUE RENE MARTINEAU,7280,35400,35288,Saint-Malo,35,,,35288000BP0782,,,304,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.007198,48.63119
2021-155839,2021-01-07,000001,Vente,760000,18,,AV BLAIZE DE MAISONNEUVE,0870,35400,35288,Saint-Malo,35,,,35288000AL0252,,,,,,,,,,,,,0,1,Maison,147,6,S,sols,,,222,-2.002573,48.655243
2021-155842,2021-01-29,000001,Vente,25000,8,,RUE LOUIS CHOPIER,5145,35400,35288,Saint-Malo,35,,,35288000VP0281,,,18,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.97901,48.648024
2021-155862,2021-01-04,000001,Vente,340000,28,,BD POREE,6880,35400,35288,Saint-Malo,35,,,35288000BP0657,,,19,,,,,,,,,,1,2,Appartement,14,1,,,,,,-2.014062,48.634087
2021-155862,2021-01-04,000001,Vente,340000,28,,BD POREE,6880,35400,35288,Saint-Malo,35,,,35288000BP0657,,,13,,15,,16,62.41,6,,9,,5,2,Appartement,59,4,,,,,,-2.014062,48.634087
2021-155864,2021-01-20,000001,Vente,169000,29,,RUE NICOLAS BOUVIER,3001,35400,35288,Saint-Malo,35,,,35288000AW0345,,,1123,42.13,,,,,,,,,1,2,Appartement,42,2,,,,,,-2.006791,48.647649
2021-155864,2021-01-20,000001,Vente,169000,19,,RUE NICOLAS BOUVIER,3001,35400,35288,Saint-Malo,35,,,35288000AW0345,,,1088,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.006791,48.647649
2021-155866,2021-01-19,000001,Vente en l'état futur d'achèvement,288000,4,,IMP LOUISE FOULON-ROPARS,5194,35400,35288,Saint-Malo,35,,,352880000M0976,,,66,,,,,,,,,,1,,,,,,,,,,-1.974667,48.679422
2021-155866,2021-01-19,000001,Vente en l'état futur d'achèvement,288000,4,,IMP LOUISE FOULON-ROPARS,5194,35400,35288,Saint-Malo,35,,,352880000M0976,,,48,,,,,,,,,,1,,,,,,,,,,-1.974667,48.679422
2021-155867,2021-01-22,000001,Vente,200000,51,,BD DOUVILLE,2560,35400,35288,Saint-Malo,35,,,35288000BP0410,,,17,,,,,,,,,,1,3,Dépendance,,0,,,,,,-2.007399,48.630775
2021-155867,2021-01-22,000001,Vente,200000,51,,BD DOUVILLE,2560,35400,35288,Saint-Malo,35,,,35288000BP0410,,,305,,,,,,,,,,1,2,Appartement,49,2,,,,,,-2.007399,48.630775
2021-155869,2021-01-20,000001,Vente en l'état futur d'achèvement,307000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,126,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155869,2021-01-20,000001,Vente en l'état futur d'achèvement,307000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,111,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155869,2021-01-20,000001,Vente en l'état futur d'achèvement,307000,64,,AV LA FONT AU BONHOMME,3190,35400,35288,Saint-Malo,35,,,35288000AN0901,,,13,,,,,,,,,,1,,,,,,,,,,-1.996531,48.649768
2021-155870,2021-01-13,000001,Vente,230000,2,,RUE DES BOUCHERS,0970,35400,35288,Saint-Malo,35,,,35288000AB0400,,,6,34.54,,,,,,,,,1,2,Appartement,36,2,,,,,,-2.028153,48.647624
2021-155871,2021-01-26,000001,Vente,751500,7,,RUE DES TULIPES,8456,35400,35288,Saint-Malo,35,,,352880000G0866,,,,,,,,,,,,,0,4,Local industriel. commercial ou assimilé,,0,S,sols,,,521,-1.982171,48.661069
2021-155871,2021-01-26,000001,Vente,751500,7,,RUE DES TULIPES,8456,35400,35288,Saint-Malo,35,,,352880000G0866,,,,,,,,,,,,,0,1,Maison,147,7,S,sols,,,521,-1.982171,48.661069
2021-155875,2021-01-21,000001,Vente,480000,31,,AV ST PIERRE ET MIQUELON,7830,35400,35288,Saint-Malo,35,,,35288000AN0134,,,,,,,,,,,,,0,1,Maison,94,5,S,sols,,,258,-1.994915,48.651735
2021-155875,2021-01-21,000001,Vente,480000,33,,AV ST PIERRE ET MIQUELON,7830,35400,35288,Saint-Malo,35,,,35288000AN0135,,,,,,,,,,,,,0,1,Maison,25,1,S,sols,,,89,-1.994919,48.651587
2021-155877,2021-01-19,000001,Vente,109000,16,,RUE PAUL CEZANNE,6210,35400,35288,Saint-Malo,35,,,35288000DD0506,,,,,,,,,,,,,0,1,Maison,70,4,AB,terrains a bâtir,,,438,-1.963016,48.614339
2021-155877,2021-01-19,000001,Vente,109000,16,,RUE PAUL CEZANNE,6210,35400,35288,Saint-Malo,35,,,35288000DD0510,,,,,,,,,,,,,0,,,,,S,sols,,,362,-1.963157,48.614416
2021-155881,2021-01-20,000001,Vente en l'état futur d'achèvement,355000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,64,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-155881,2021-01-20,000001,Vente en l'état futur d'achèvement,355000,10,,BD DE LA TOUR D AUVERGNE,8300,35400,35288,Saint-Malo,35,,,35288000AK0581,,,103,,,,,,,,,,1,,,,,,,,,,-2.003316,48.651365
2021-155883,2021-01-29,000002,Vente,4380,,,BEAUVAIS,B059,35400,35288,Saint-Malo,35,,,35288000DH0361,,,,,,,,,,,,,0,,,,,S,sols,,,35,-1.969566,48.616408
2021-155883,2021-01-29,000002,Vente,4380,,,BEAUVAIS,B059,35400,35288,Saint-Malo,35,,,35288000DH0362,,,,,,,,,,,,,0,,,,,S,sols,,,257,-1.969261,48.616557
2021-155884,2021-01-29,000003,Vente,,,,LA DESSERTE,B674,35400,35288,Saint-Malo,35,,,35288000DH0357,,,,,,,,,,,,,0,,,,,P,prés,,,58,-1.969673,48.616206
2021-155884,2021-01-29,000003,Vente,,,,LA DESSERTE,B674,35400,35288,Saint-Malo,35,,,35288000DH0358,,,,,,,,,,,,,0,,,,,P,prés,,,45,-1.969759,48.615963
2021-155884,2021-01-29,000003,Vente,,,,LA DESSERTE,B674,35400,35288,Saint-Malo,35,,,35288000DH0359,,,,,,,,,,,,,0,,,,,P,prés,,,107,-1.969956,48.61537
2021-155884,2021-01-29,000003,Vente,,,,LA DESSERTE,B674,35400,35288,Saint-Malo,35,,,35288000DH0360,,,,,,,,,,,,,0,,,,,S,sols,,,4,-1.970327,48.614321
2021-155886,2021-01-22,000001,Vente,160000,5,,PAS DES LOTUS,5137,35400,35288,Saint-Malo,35,,,35288000DK0530,,,21,99.23,,,,,,,,,1,2,Appartement,95,5,,,,,,-1.993932,48.629127
2021-155886,2021-01-22,000001,Vente,160000,5,,PAS DES LOTUS,5137,35400,35288,Saint-Malo,35,,,35288000DK0530,,,35,,,,,,,,,,1,2,Appartement,75,4,,,,,,-1.993932,48.629127
2021-155886,2021-01-22,000001,Vente,160000,5,B,PAS DES LOTUS,5137,35400,35288,Saint-Malo,35,,,35288000DK0530,,,39,,,,,,,,,,1,3,Dépendance,,0,,,,,,-1.993932,48.629127
